Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
26,2007-11-13,50.64598846435547,51.66505387693669,48.704909816418926,50.30630145613752,43830531
27,2007-11-14,49.9827995300293,52.24739179257758,49.723986352981065,51.535661040605355,36738579
28,2007-11-15,50.823917388916016,51.71357833230089,49.86955207629606,50.92096955484181,29242252
29,2007-11-16,50.468048095703125,51.616517648278226,49.88572198296349,50.59745243589199,18895294
30,2007-11-19,52.29589080810547,54.18844281067174,51.22829962097889,51.61651260360398,40716718
31,2007-11-20,51.48711395263672,53.54142268810396,50.85626175291968,52.08561396991991,26342171
32,2007-11-21,47.47555923461914,52.10179467749246,46.32708512962114,51.794459874015025,26814499
33,2007-11-22,45.841819763183594,48.882846610027244,43.85221494720686,46.974115686349094,34096185
34,2007-11-23,48.882850646972656,49.1740116022464,46.13298450426231,48.85049845462493,27664090
35,2007-11-26,49.27104949951172,50.694506058564414,48.882836467730044,50.694506058564414,20159123
36,2007-11-27,48.05788040161133,50.11218937819072,47.55643687277575,50.11218937819072,20573198
37,2007-11-28,47.34615707397461,49.33576636932726,47.022643938200545,49.10930541911432,16435311
38,2007-11-29,46.068275451660156,48.785784479902716,45.469775368624546,48.526975767851816,25530967
39,2007-11-30,47.84759521484375,48.138756099501684,46.26238205354894,46.90940819186738,18437721
40,2007-12-03,48.526981353759766,49.12548150568832,48.057885572752305,48.42992478462329,16851227
41,2007-12-04,47.896121978759766,49.254878643722,47.54025672003852,48.85048730152216,14008727
42,2007-12-05,49.80485534667969,49.98279019540638,47.87995491575877,47.977007096571505,27725290
43,2007-12-06,48.882850646972656,51.648886303965035,48.25199825393965,50.88862952946901,24104710
44,2007-12-07,48.67255783081055,49.88573199082513,47.79907506835648,49.19017968333558,11742386
45,2007-12-10,48.7210807800293,49.319576429492244,48.09022855911895,49.1416460020184,8330010
46,2007-12-11,48.49462127685547,49.432808298355596,48.251986475367836,49.15782131241758,11685950
47,2007-12-12,48.4622688293457,48.8990123472381,47.55643399721294,47.87994706410704,16342131
48,2007-12-13,47.65348434448242,49.17399745605907,47.475553919648114,48.526971346950134,14620172
49,2007-12-14,47.184391021728516,47.92847371720019,46.941756218669084,47.49173019410786,10991851
50,2007-12-17,44.33748245239258,47.71819615508278,43.67427795433336,47.45938303830577,19355678
51,2007-12-18,44.14336013793945,45.615342558008884,42.7684298643638,43.836021027499214,21607783
52,2007-12-19,43.3345832824707,45.95503984715359,42.96254415509771,45.566822434635185,19526912
53,2007-12-20,42.897850036621094,44.25660691705124,42.70374128399857,43.90074160189786,17105204
54,2007-12-24,44.20807647705078,44.90362874992519,43.18900672301207,43.54487200315835,16711519
55,2007-12-26,45.5506591796875,46.100633244594526,44.450715437801016,44.450715437801016,20930094
56,2007-12-27,45.87416458129883,47.13586467249687,45.48594714342551,46.48883853465923,44565277
57,2007-12-28,46.23004150390625,46.4241502718391,45.291849856885435,45.777119582753606,18354518
58,2007-12-31,46.56971740722656,46.84470439696735,46.00356952925953,46.58589569363889,11982308
59,2008-01-01,47.427032470703125,47.863776054996016,46.37561484344457,46.812358427737465,16687746
60,2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
61,2008-01-03,49.109291076660156,49.30339977902036,46.31090414707388,46.877051969334026,31815218
62,2008-01-04,48.85049057006836,50.46805604709772,48.52697747466248,49.821029856285975,28011310
63,2008-01-07,48.44609832763672,49.56221585391419,47.92847650673131,48.543150499338374,15858063
64,2008-01-08,46.796173095703125,49.173994795617425,46.23002528086288,48.49461654022386,13282666
65,2008-01-09,46.05208206176758,47.05497317093561,45.93885164190697,46.844690612866245,13113527
66,2008-01-10,44.95215606689453,47.556439171502255,44.644816864734956,46.26238676312891,18023003
67,2008-01-11,45.631534576416016,46.068278142952465,43.8360342224167,45.56683020065977,11629440
68,2008-01-14,46.32709503173828,46.81236477162003,44.984516295651055,45.71242090547368,10264240
69,2008-01-15,44.9198112487793,47.26528162376092,44.54777199791953,47.07117724100139,11558334
70,2008-01-16,43.99778747558594,44.968326711609436,42.881669986915085,44.596287548719154,14834065
71,2008-01-17,45.17862319946289,46.181514831299246,43.22136603018449,44.15955327754319,16169395
72,2008-01-18,43.07577896118164,44.85510090419646,42.70373540820968,44.806570431772656,13254156
73,2008-01-21,35.748207092285156,42.703738891409635,31.138143124483168,42.703738891409635,33202389
74,2008-01-22,32.15719985961914,33.968873523759385,25.54135730354678,32.22190202034638,58755707
75,2008-01-23,35.748207092285156,37.12313779676325,32.674832576392944,32.674832576392944,28425991
76,2008-01-24,35.82908630371094,38.36866513699548,34.13064244798864,37.673112816523265,29911930
77,2008-01-25,37.67311096191406,37.85104141144036,36.15259763933074,37.52752831199091,12550722
78,2008-01-28,38.07749938964844,38.36866027903639,34.130638126616915,37.15548624998083,13601109
79,2008-01-29,37.44666290283203,38.72454183987437,36.880514784281665,38.17456762668251,7679877
80,2008-01-30,35.37617111206055,37.68928915929557,34.90707530919857,37.5275325911263,9016102
81,2008-01-31,33.063045501708984,35.8452588999986,32.67483023993831,35.748204536065046,41538563
82,2008-02-01,34.211524963378906,34.45415982995708,33.32186378592559,33.62920084479848,9089201
83,2008-02-04,35.974666595458984,36.395234082236584,34.858546791522684,34.858546791522684,12009385
84,2008-02-05,37.09077453613281,37.57604405167402,35.26292690517949,36.039357252460206,14593303
85,2008-02-06,36.767269134521484,37.20401266647503,34.71296240998266,36.07171689589091,12429218
86,2008-02-07,35.03648376464844,37.51136070713484,34.81002499582351,36.265834187651755,11300078
87,2008-02-08,34.13064193725586,35.55409874602265,33.499789616542415,35.262937824126986,13514197
88,2008-02-11,31.720470428466797,34.61591478944772,31.380781192344376,34.61591478944772,15133331
89,2008-02-12,31.154312133789062,32.88510773988027,30.895501268303953,32.6748251457779,10237627
90,2008-02-13,30.701398849487305,32.10867941548859,30.07054878928235,31.704288069977277,10395753
91,2008-02-14,33.38656234741211,33.72625156247295,31.38077924665807,31.38077924665807,12514003
92,2008-02-15,34.34092330932617,34.615910320678914,32.367492530587185,33.25715355159903,12080990
93,2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
94,2008-02-19,33.77477264404297,34.84236622135152,33.51596174742826,34.761487953282135,7226542
95,2008-02-20,32.93364715576172,33.46744519338648,32.56160789429687,33.451269096374084,5604999
96,2008-02-21,33.160099029541016,33.72624691192104,32.755707684983854,33.46743601261176,3874365
97,2008-02-22,32.73953628540039,32.949818937127326,31.7204686346618,32.060157851574665,2691220
98,2008-02-25,33.01451110839844,33.41890238825778,32.22190463866676,33.127741544344296,6270186
99,2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
100,2008-02-27,35.08500289916992,36.81579661190456,33.629193996177875,33.629193996177875,43223132
101,2008-02-28,36.07171630859375,36.34670329741525,34.93942055644496,35.424690164508725,35763847
102,2008-02-29,35.554100036621094,36.55699159326838,34.971778171691724,35.84526316304955,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19244384765625,34.421793782307454,32.351311298446674,34.29238944980232,11485198
105,2008-03-05,33.80712127685547,33.96887779599903,32.38366259201428,33.3542017068756,8581053
106,2008-03-07,32.07634353637695,33.32187030611304,30.73376236222587,33.32187030611304,14251925
107,2008-03-10,31.9625244140625,32.19013091252148,30.125412141756613,32.125100799402254,11713659
108,2008-03-11,34.59626770019531,34.92142051750635,30.954556587328454,31.702406303076902,19665129
109,2008-03-12,33.718360900878906,35.766824416976,33.393208031818546,35.53921784965055,12262350
110,2008-03-13,29.084930419921875,33.16560158791613,28.28830632877622,32.840448717645735,47000084
111,2008-03-14,31.08461570739746,31.214675947582073,29.296275276899312,29.89780664410763,35798540
112,2008-03-17,29.865293502807617,30.4993410499321,29.231245955683136,30.4993410499321,19211273
113,2008-03-18,30.12541389465332,30.710689356948322,29.328787796068845,29.816516980467433,12632937
114,2008-03-19,30.304250717163086,33.75086923082061,30.109158146259375,31.539829649274402,16449023
115,2008-03-24,30.596879959106445,31.442277954856397,29.930316409197804,31.442277954856397,11636914
116,2008-03-25,31.75117301940918,31.946263340482854,30.824486827788995,31.393504123149388,13232423
117,2008-03-26,31.556081771850586,32.32019162432822,31.214670939784344,31.539823693164912,11448313
118,2008-03-27,32.12510299682617,32.43399991416758,31.08461450049683,31.08461450049683,17425122
119,2008-03-28,32.19013214111328,32.43399893351386,31.344736228130575,32.27142033688566,11599511
120,2008-03-31,31.9625244140625,32.336451423393946,31.539825371162465,32.19013091252148,9914705
121,2008-04-01,32.02756118774414,32.48277648441361,31.62112013986987,32.19013760689385,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.28767776489258,32.77540692967545,32.027555102658376,32.62908862125726,3883474
124,2008-04-04,32.12510299682617,32.499030031735,31.50731357231036,32.499030031735,5906537
125,2008-04-07,31.995040893554688,32.3201936674902,31.62111388047882,32.17387536023589,4088729
126,2008-04-08,31.18216323852539,32.011303366878636,30.954556706547788,31.94627103909903,5753811
127,2008-04-09,31.26345443725586,31.539833036453167,30.905785420548884,31.27971252075779,3776374
128,2008-04-10,31.88123321533203,32.10883969233016,31.100867521314722,31.21466965727221,7075297
129,2008-04-11,32.02756118774414,32.35271402604356,31.702408349444724,32.19013760689385,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07633590698242,33.06805251935729,31.94627344670483,32.8404459702263,4725794
132,2008-04-17,33.31192398071289,34.07603199551759,32.20640276459512,32.56407184732704,14831167
133,2008-04-21,33.848419189453125,34.43369476059384,33.49075237742771,33.81590522749657,7639361
134,2008-04-22,34.401180267333984,34.79136547046809,33.49075400691174,33.81590687280083,8814769
135,2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
136,2008-04-24,33.21436309814453,34.85638501304485,32.921726489782756,34.79135490064038,8801780
137,2008-04-25,33.490745544433594,33.962216639824135,33.03553032416276,33.81589832816272,4095990
138,2008-04-28,33.62080383300781,34.27110936288611,33.490743609065476,33.52325756250941,4708244
139,2008-04-29,34.09228515625,34.41743801899644,33.653330114592684,33.81590654596591,6497143
140,2008-04-30,34.31988525390625,34.7588424179559,34.14105297715167,34.433689616462395,6331377
141,2008-05-02,34.628780364990234,35.60423871836083,34.5637480440321,34.84012879285382,5658418
142,2008-05-05,34.4661979675293,35.27907978703866,34.23858929400023,35.083987268323185,7642293
143,2008-05-06,34.173580169677734,34.85640219930447,33.978489736273254,34.18983825706588,5061166
144,2008-05-07,33.68584442138672,34.368666322152094,33.16560115873671,34.14105975692497,4303106
145,2008-05-08,33.279396057128906,33.62080693280938,33.08430570322829,33.425714373825244,3642073
146,2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
147,2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
148,2008-05-13,33.18185043334961,33.425715034357076,32.90547187525795,33.23062467660124,5056766
149,2008-05-14,33.23063278198242,33.409467307358,32.51529688556423,32.51529688556423,2982486
150,2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
151,2008-05-16,33.50701141357422,33.60455771880444,33.10057031268502,33.49075553360593,4422288
152,2008-05-20,33.44197463989258,33.57203708940892,33.100563741902214,33.16559606920221,3464912
153,2008-05-21,33.6533203125,34.14104946456039,32.67786200837923,32.67786200837923,3419088
154,2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
155,2008-05-23,32.64533996582031,33.45822173941398,32.5152797640785,33.0030088282347,4417028
156,2008-05-26,32.40149688720703,32.59658952407613,30.889534464182486,30.889534464182486,2605807
157,2008-05-27,31.426023483276367,32.80792277004459,31.279705176282288,32.45025383731829,3316550
158,2008-05-28,32.58032989501953,32.77542031757194,30.987079316211208,31.539838821069488,4505700
159,2008-05-29,33.11682891845703,33.49075606020507,32.15762834629316,32.92173851001313,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.69444465637207,32.51530195388447,30.239229229451755,31.86499388612909,4431595
162,2008-06-03,29.556394577026367,30.56436683571511,29.280013841935634,30.239214067412288,6240766
163,2008-06-04,28.64596176147461,29.735222036438948,28.4671273267542,29.426327397421687,5762089
164,2008-06-05,28.597198486328125,28.80854915563039,27.63799804820134,28.613456569364274,9721099
165,2008-06-06,28.288301467895508,29.475110563499175,27.88186044989774,28.450877875094616,6317089
166,2008-06-09,27.898117065429688,28.58093882181323,26.66253599463656,27.9631471838749,6500809
167,2008-06-10,27.70302391052246,27.930632627821666,27.068976410391702,27.637993793472752,6717902
168,2008-06-11,27.833084106445312,28.288297094188003,27.637991565936552,27.963144330062278,2586175
169,2008-06-12,28.028181076049805,28.190757496593974,26.662539584495534,27.47542168721639,3244212
170,2008-06-13,27.849342346191406,28.255783303691285,27.556703533741505,27.97940257055804,4248430
171,2008-06-16,28.824798583984375,29.263753463660645,27.995658648929425,28.093204912774095,4354615
172,2008-06-17,29.68646240234375,29.9140689574086,28.320820866870758,29.231249292214052,4736084
173,2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
174,2008-06-19,29.019901275634766,29.588918817995204,28.54843003869579,29.06867553088755,4221271
175,2008-06-20,28.35332679748535,29.377559312774356,27.97940200616155,29.26375496493671,3837789
176,2008-06-23,27.36161231994629,28.22326851471153,27.08523377848393,28.125722239161053,4516050
177,2008-06-24,26.51622772216797,27.76806734808531,26.239846857718362,27.361623992389386,5238203
178,2008-06-25,25.78462028503418,26.321121443700346,25.199344890527218,26.01222677037488,3933879
179,2008-06-26,27.24781036376953,28.41836126855958,25.930941147151586,25.930941147151586,18253250
180,2008-06-27,26.044742584228516,26.922656841284944,25.89842427641357,26.337381404941787,6821283
181,2008-06-30,25.524507522583008,26.272359582540723,24.792913547532123,26.02849492419043,4596315
182,2008-07-01,23.71990966796875,25.524508661284674,22.809481128494717,25.524508661284674,6202295
183,2008-07-02,24.760385513305664,25.020508131920057,22.972045542320842,23.736155321047566,5245963
184,2008-07-03,24.110088348388672,24.7603940156893,23.411010638074004,24.549045555850107,4726793
185,2008-07-04,24.435237884521484,24.906708988673003,23.57358387366124,23.73616026854683,4862814
186,2008-07-07,24.97173500061035,25.979709365237674,24.760386604035162,24.760386604035162,5528014
187,2008-07-08,25.703336715698242,26.337384254895177,23.085853946151765,23.085853946151765,8354280
188,2008-07-09,27.49167251586914,27.605474657170003,26.04474099077082,26.04474099077082,6860769
189,2008-07-10,28.694753646850586,29.03616467577884,26.72757791358255,27.49168820665605,7216175
190,2008-07-11,27.329105377197266,29.328794616207215,27.117754691760155,28.971127787526246,6040791
191,2008-07-14,27.34535789489746,28.32081857570163,26.66253828494338,26.66253828494338,5942149
192,2008-07-15,26.207319259643555,26.955171091790756,26.012228915442158,26.66253447294696,3693378
193,2008-07-16,25.49198341369629,26.662534291261867,25.05302628333835,26.207319081060415,6973872
194,2008-07-17,26.792598724365234,26.98769130293621,26.0122328202488,26.0122328202488,5038238
195,2008-07-18,28.288301467895508,28.515907996957527,26.483702906968695,27.280326861227586,5983177
196,2008-07-21,29.88154411315918,30.060378557398572,28.304552475434196,28.776023497459438,8754188
197,2008-07-22,31.100873947143555,31.37725251021484,29.6214282333591,29.88155092013718,12631056
198,2008-07-23,33.29566192626953,33.94596766822201,31.897504140054888,32.482779748828925,12798869
199,2008-07-24,32.12510299682617,33.913443357889676,30.125414202397653,30.125414202397653,10764301
200,2008-07-25,32.19013214111328,33.23062281106651,30.970809204527562,31.783691162251372,10710381
201,2008-07-28,31.93001937866211,32.82418974778832,31.57235034897804,32.19013990379529,5533881
202,2008-07-29,30.645658493041992,31.702405109517557,30.401793889239944,31.21467590191345,5145929
203,2008-07-30,31.93001937866211,32.19013990379529,30.922044625977165,30.922044625977165,7354746
204,2008-07-31,30.808238983154297,32.482777474486404,30.401797922891728,32.482777474486404,6006517
205,2008-08-01,31.702402114868164,31.832464547660212,29.263756307205238,30.320502823859172,4699412
206,2008-08-04,31.897504806518555,32.48278042752129,31.068364527188354,31.068364527188354,4301346
207,2008-08-05,33.32817459106445,33.572039218655156,31.70240820204264,32.02756103883024,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.40149688720703,33.13309096783957,31.393521938524003,31.393521938524003,4809365
210,2008-08-08,31.84872817993164,32.64535217496902,31.734923807033258,32.027560472938006,4883824
211,2008-08-11,32.141357421875,32.61282847697022,31.897492854920582,32.25516176848703,2714705
212,2008-08-12,31.588605880737305,32.51529234317166,31.34474125431603,32.35271372047369,5801276
213,2008-08-13,31.718656539916992,32.02755119894617,30.970804804052623,31.214669356720364,2754609
214,2008-08-14,30.954551696777344,31.864977677341884,30.889519379522742,31.53982491140217,2566362
215,2008-08-18,30.596879959106445,31.53982201160337,30.304243378699294,30.889516539513597,2963058
216,2008-08-19,30.02786636352539,30.726943949953544,29.410074766021005,30.548111687204518,2941144
217,2008-08-20,30.36927604675293,30.613140619358283,30.15792542744498,30.23921361831343,3319410
218,2008-08-21,30.044124603271484,30.548111849815278,29.686455665702752,30.2392149468771,4138486
219,2008-08-22,29.7352352142334,31.084620905966037,28.971127316463697,31.084620905966037,4139879
220,2008-08-25,30.060386657714844,30.466827683653147,29.849036001176714,30.466827683653147,2034227
221,2008-08-26,30.109148025512695,30.206694278175814,29.556388867198905,29.751479167442234,1489491
222,2008-08-27,29.507617950439453,30.483076176396146,29.345041579446672,30.271727776138793,4297168
223,2008-08-28,29.068662643432617,29.914058437086844,28.694735672609774,29.58890569989296,7382078
224,2008-08-29,30.2717227935791,30.38552711657574,29.458841072411065,29.588901265764832,2219080
225,2008-09-01,30.255352020263672,30.386397561288017,29.649261394001503,30.20620827603802,3417069
226,2008-09-02,31.844295501708984,31.97534106179548,30.20621266989369,30.4683060118557,5030404
227,2008-09-04,31.172687530517578,31.746015845610934,30.910594142117024,31.483922457210372,2813325
228,2008-09-05,30.484683990478516,30.82868132602157,30.140686654935458,30.795918828621744,3330688
229,2008-09-08,32.09000778198242,33.384091027157815,31.778770686815356,32.106386810747814,8377948
230,2008-09-09,32.20465850830078,32.46675174125314,31.46752254037807,32.08999424636344,3737279
231,2008-09-10,31.926198959350586,32.46676466224414,31.61496187159898,32.04086326692156,3847698
232,2008-09-11,31.074390411376953,31.778764041830588,30.828678369806347,31.778764041830588,2567354
233,2008-09-12,31.38561248779297,32.23741477507785,30.877807363518816,31.28732726667738,6093354
234,2008-09-15,29.40355110168457,30.71401547767646,28.518988092247806,30.238972585737166,6770268
235,2008-09-16,29.976879119873047,30.238972438149997,27.847374519279686,28.25689463477841,4654621
236,2008-09-17,29.206979751586914,30.402777482041298,28.830219949460247,30.402777482041298,4674190
237,2008-09-18,29.141462326049805,29.714790579943234,27.04471988624095,28.830227432579782,6603710
238,2008-09-19,30.91058349609375,31.07439152970272,29.485452714980266,29.829450029916828,9821730
239,2008-09-22,30.23897361755371,33.08923551002399,29.993261538671025,31.778768867527425,4162514
240,2008-09-23,29.878589630126953,30.55020296909753,29.3216427960252,29.878589630126953,6569683
241,2008-09-24,30.566587448120117,30.894203528917508,29.583739205727962,29.976878058327078,5730103
242,2008-09-25,29.61650276184082,30.779540334628607,28.912126829859208,30.648492564549116,10926783
243,2008-09-26,29.141462326049805,29.780315586390966,28.633659078604115,29.780315586390966,4967945
244,2008-09-29,28.060319900512695,29.976872270033255,27.519752138503062,29.976872270033255,7859964
245,2008-09-30,28.109464645385742,29.157835577649468,26.53690713609587,26.53690713609587,6616439
246,2008-10-01,29.04316520690918,29.321637462411626,27.896507032163917,28.4698372304306,3743739
247,2008-10-03,29.45269012451172,29.813066437030187,28.666410291966155,29.19059684699653,4681406
248,2008-10-06,28.846593856811523,29.485444566989123,28.256884654421416,29.125068325708753,5560277
249,2008-10-07,29.79668617248535,30.435539251789535,28.83021926272697,28.83021926272697,9928258
250,2008-10-08,29.567365646362305,29.8130777708581,27.55252489242317,28.797468989349063,9985473
251,2008-10-10,29.38716697692871,30.058780348261205,27.208521053750378,29.452691966747384,9025179
252,2008-10-13,29.976879119873047,30.20620994019457,29.338028184052803,29.53459872820772,6805621
253,2008-10-14,29.256122589111328,31.09077349669097,29.026791781111047,30.140685546705953,5099383
254,2008-10-15,29.010408401489258,29.632878009152783,28.69917359765749,29.092312414170696,5495022
255,2008-10-16,27.89651870727539,28.600894706242425,27.355952991933112,28.600894706242425,6651066
256,2008-10-17,25.799774169921875,28.666415003761358,25.42301432725824,28.4698466796571,5586092
257,2008-10-20,26.094627380371094,27.126619398337265,25.275587154265626,25.898059059179065,7922965
258,2008-10-21,26.307575225830078,27.68356215491758,25.55405788649049,26.35671674330916,8047276
259,2008-10-22,24.866064071655273,26.242051042831445,24.620352033167084,26.045482745114015,5408099
260,2008-10-23,23.653892517089844,24.47293290130314,23.293513859320296,24.243602038081264,6641370
261,2008-10-24,20.590673446655273,23.26074328398695,20.312198923934975,22.933127243981176,9905588
262,2008-10-27,19.001737594604492,20.31220194984773,17.036041061739642,20.213916678846726,12878172
263,2008-10-29,21.507999420166016,22.86760513648626,19.65696740794797,21.62266370438506,13094201
264,2008-10-31,22.883991241455078,23.588367230286494,21.753716075410487,22.638279152237168,8097887
265,2008-11-03,23.58836555480957,24.210835247898782,22.769323093803955,24.178072749614575,4951148
266,2008-11-04,24.6203556060791,24.81692615411144,23.14608316120317,23.260747462731313,4515828
267,2008-11-05,23.719404220581055,25.816147957537442,23.260740486658626,25.816147957537442,6145587
268,2008-11-06,22.93313217163086,24.4893109178234,22.458089255907552,23.260748282031617,4896229
269,2008-11-07,24.718639373779297,25.455775551297315,22.60551388746333,22.76932192691178,8250147
270,2008-11-10,25.275583267211914,25.848911337315393,24.718636443469087,25.488532804534962,3775177
271,2008-11-11,24.980731964111328,26.029102942127167,24.407403842500777,25.390252050976006,8900004
272,2008-11-12,23.932357788085938,25.521296549022214,23.63750422628616,25.521296549022214,5705390
273,2008-11-14,23.850454330444336,24.898827511941583,23.555600761766126,23.719408793651493,4038880
274,2008-11-17,24.83330535888672,25.652347833675307,22.605515426369735,25.652347833675307,5361538
275,2008-11-18,23.490074157714844,24.767775709071504,23.031410410257077,24.767775709071504,6392448
276,2008-11-19,22.916749954223633,24.32549947724936,22.621894162824592,23.58836333143471,5606729
277,2008-11-20,22.67103385925293,23.09693289005528,21.704564863139893,22.933124886888763,5080395
278,2008-11-21,24.112546920776367,24.866064289774197,21.950280074397988,22.523608169232862,8350092
279,2008-11-24,24.718639373779297,25.11177822409783,23.490079077915937,24.833303668319974,5420119
280,2008-11-25,24.112546920776367,25.27558435751339,23.915978621334688,24.980730797456594,5453771
281,2008-11-26,24.65311622619629,25.029873822463596,23.67026800450206,24.374641674667444,5246053
282,2008-11-27,24.65311622619629,24.65311622619629,24.65311622619629,24.65311622619629,0
283,2008-11-28,24.25998306274414,24.735028302072646,23.29351577427715,23.915987850526143,8464961
284,2008-12-01,24.063400268554688,25.685098946530125,23.965115028904158,24.735013480747206,5733003
285,2008-12-02,23.850454330444336,24.11254762581865,23.096936939413926,23.88321682553686,5879324
286,2008-12-03,24.57121467590332,24.88244953301233,23.34265427537649,24.079790515692586,6430656
287,2008-12-04,25.750629425048828,25.881677191164098,21.786473936812392,21.786473936812392,4648185
288,2008-12-05,25.439388275146484,26.667948279903268,24.587585783133164,24.587585783133164,5338962
289,2008-12-08,25.504913330078125,26.340334652976,24.40740095997091,26.127385121671313,11709287
290,2008-12-10,25.09539794921875,26.700718131155426,24.73502158152679,26.700718131155426,11172070
291,2008-12-11,24.81692886352539,25.5376839153517,24.423787724539128,25.5376839153517,9867592
292,2008-12-12,24.047027587890625,24.32550216243116,23.52284093762217,24.21083563837591,9847702
293,2008-12-15,24.440162658691406,24.980730474184877,24.243594361793487,24.86606396798636,5741641
294,2008-12-16,25.373870849609375,25.685105671838745,23.260745420087062,24.57121192224248,9183505
295,2008-12-17,25.341108322143555,26.045484205031613,24.6694949349391,26.045484205031613,8720755
296,2008-12-18,26.094627380371094,26.373101945962475,24.767781769722475,24.767781769722475,12640018
297,2008-12-19,27.355945587158203,27.683561622149735,26.06186269329934,26.864521534670907,10050607
298,2008-12-22,27.37232780456543,27.60165859283956,26.422239936303306,26.422239936303306,6524631
299,2008-12-23,26.815380096435547,27.634420254167463,26.618811791653062,27.192139902065403,5151765
300,2008-12-24,26.35671615600586,27.175756240996485,22.11408673832369,22.11408673832369,13318746
301,2008-12-26,26.40585708618164,27.79822519975522,25.717864763135957,27.79822519975522,5480531
302,2008-12-29,26.962800979614258,27.175750467757286,25.881667852745778,26.700707763738876,3418418
303,2008-12-30,26.91366958618164,27.35595222952737,25.914439992474275,26.897288336096807,4868199
304,2008-12-31,27.241281509399414,27.650801589567017,26.63519312382454,27.650801589567017,4396180
305,2009-01-02,27.634431838989258,28.093095852672022,27.11024725136695,28.093095852672022,3976548
306,2009-01-05,27.01194190979004,28.093075013613806,26.667944710147765,28.093075013613806,4505326
